Name,state,Stars,Valoracion
Kitchen 519,Nueva Jersey,5,Muy bueno
Salsarita's Fresh Mexican Grill,Tennessee,5,Muy bueno
Taqueria Durango,Missouri,5,Muy bueno
Grand Hacienda,Florida,3,Malo
Buenos Grill,Nevada,1,Malo
Baja Burrito,Tennessee,5,Muy bueno
La Providencia Mexican Restaurant,Luisiana,5,Muy bueno
Zeppelin,Nevada,2,Muy bueno
Jack in the Box,Arizona,1,Muy bueno
El Taco Loco,Luisiana,5,Muy bueno
Chili's,Luisiana,5,Muy bueno
Little Tommies Tiki,Florida,1,Malo
Tortilla Press,Nueva Jersey,1,Malo
South Philly Barbacoa,Pensilvania,5,Muy bueno
Chili's,Pensilvania,1,Malo
Corazon Cocina,California,4,Muy bueno
Zeppelin,Nevada,4,Muy bueno
Teresa's Mosaic Cafe,Arizona,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,5,Muy bueno
La Hacienda Mexican Restaurant,Indiana,3,Muy bueno
Taco Bus,Florida,1,Malo
La Parrilla Suiza,Arizona,4,Muy bueno
Mony's Mexican Food,California,5,Muy bueno
Redwood Rotisserie + Grill,Nevada,4,Muy bueno
Los Arcos,Tennessee,1,Malo
Taqueria Feliz,Pensilvania,3,Malo
Taco Bell,Missouri,1,Malo
Chili's,Nevada,4,Muy bueno
Livery - Indianapolis,Indiana,5,Muy bueno
Mi Ranchito,Missouri,5,Muy bueno
La Peña Mexicana,Pensilvania,5,Muy bueno
Santo Mezcal,California,1,Malo
Mekenita Cantina,Florida,5,Muy bueno
Tumerico,Arizona,5,Muy bueno
Santa Fe Mexican Grill,Florida,1,Malo
Taquitos Mexican,Florida,5,Muy bueno
TacoSon,Florida,1,Malo
Shoreline Beach Cafe,California,5,Muy bueno
Massimo's,Florida,2,Muy bueno
On The Border Mexican Grill & Cantina,Pensilvania,5,Muy bueno
Cafe Poca Cosa,Arizona,5,Muy bueno
Taco Bell,Tennessee,3,Muy bueno
Tres Jalapenos,Pensilvania,5,Muy bueno
Red Mesa Cantina,Florida,5,Muy bueno
Plaza Azteca - Sicklerville,Nueva Jersey,3,Malo
Juan's Mexican Grill,Florida,4,Muy bueno
Lorenzos Cabana,Nueva Jersey,4,Muy bueno
GUAC Tequila & Tacos,Florida,2,Muy bueno
Chili's,Pensilvania,1,Malo
Guadalajara Original Grill,Arizona,4,Muy bueno
El Taco Tote,Arizona,1,Malo
Nectar Urban Cantina,Tennessee,5,Muy bueno
Margaritas Mexican Restaurant,Florida,1,Malo
El Gato Negro,Luisiana,5,Muy bueno
Agave Restaurant,Florida,1,Malo
Juan's Mexican Grill,Florida,3,Muy bueno
Saint Anejo,Tennessee,5,Muy bueno
Cuban Mexican Restaurant,Florida,3,Muy bueno
EL Azabache Mexican Restaurant,Indiana,3,Muy bueno
Los Cuatro Vientos,Nevada,5,Muy bueno
Taco Bus,Florida,5,Muy bueno
Felipe's Mexican Taqueria - Mid City,Luisiana,5,Muy bueno
Hacienda Mexican Restaurant,Missouri,1,Muy bueno
Taqueria Pico De Gallo,Arizona,4,Muy bueno
Freebirds,California,3,Muy bueno
Tequila Sunrise,Indiana,4,Muy bueno
El Charro Cafe,Arizona,4,Muy bueno
Ciria's Cocina,Nevada,5,Muy bueno
Taco Bell,Missouri,1,Malo
DD's Baja Seafood & Grill,Arizona,5,Muy bueno
Sunny Daze Cafe,Arizona,4,Muy bueno
Rancheros Market,Arizona,5,Muy bueno
Los Agaves,California,5,Muy bueno
Taco Mamacita,Tennessee,5,Muy bueno
El Jefe's Cantina,Nevada,5,Muy bueno
Baja Fresh Mexican Grill,Nevada,5,Muy bueno
The Bait House Tackle & Tavern,Florida,4,Muy bueno
Los Potrillos Taqueria,Nevada,4,Muy bueno
Kitchen West Side,Tennessee,5,Muy bueno
Zocalo,Luisiana,5,Muy bueno
Kitchen West Side,Tennessee,5,Muy bueno
TaKorean,Pensilvania,5,Muy bueno
Garden Fresh Food Market,Tennessee,4,Muy bueno
Cinco De Mayo Mexican Restaurant - Whitebridge,Tennessee,4,Muy bueno
Agave Bar and Grill,Indiana,5,Muy bueno
Cafe Ynez,Pensilvania,2,Muy bueno
Taqueria Del Sol,Tennessee,5,Muy bueno
El Jaripeo,Indiana,4,Muy bueno
Chili's,Florida,1,Muy bueno
Madre - Boutique Taqueria,Idaho,3,Muy bueno
Baja Fresh Mexican Grill,Nevada,5,Muy bueno
Taqueria La Raza,Pensilvania,5,Muy bueno
Taqueria Del Norte,Pensilvania,5,Muy bueno
La Parada,Indiana,5,Muy bueno
Tijuana Flats,Florida,5,Muy bueno
The Rum House,Luisiana,4,Muy bueno
Mekenita Cantina,Florida,5,Muy bueno
Chili's Grill & Bar,Tennessee,3,Muy bueno
La Tejana Taqueria,Missouri,5,Muy bueno
Tin Roof Tacos,Idaho,1,Muy bueno
Santo Mezcal,California,5,Muy bueno
Tijuana Flats,Florida,4,Muy bueno
El Toro Loco,Tennessee,4,Muy bueno
Tijuana Flats,Florida,5,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,5,Muy bueno
Moe's Southwest Grill,Florida,1,Malo
Estrella,Pensilvania,5,Muy bueno
QDOBA Mexican Eats,Nevada,2,Muy bueno
Jalapeños Bar & Grill Broadway,Idaho,5,Muy bueno
Los Sarapes Horsham Mexican Cuisine Margarita and Tequila Bar,Pensilvania,5,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,3,Muy bueno
Pueblo Solis,Missouri,4,Muy bueno
El Tule Authentic Mexican and Peruvian Restaurant,Nueva Jersey,5,Muy bueno
Kimcheese,Missouri,3,Muy bueno
Mission Taco Joint - Central West End,Missouri,5,Muy bueno
Espíritu Mezcaleria,Luisiana,5,Muy bueno
Tijuana Flats,Florida,4,Muy bueno
Kalbi Taco Shack,Missouri,5,Malo
Street Taco And Beer,Arizona,4,Muy bueno
The Greyhound Cafe,Pensilvania,4,Malo
Tiki Tolteca,Luisiana,5,Muy bueno
Taco Lindo,Nueva Jersey,4,Muy bueno
Spotted Donkey Cantina,Florida,5,Muy bueno
Viet Pho - Reno,Nevada,3,Muy bueno
Tacos Lopez,Tennessee,1,Muy bueno
El Charro Cafe,Arizona,3,Muy bueno
Tijuana Flats,Florida,5,Muy bueno
Chipotle Mexican Grill,Missouri,1,Muy bueno
Taco Bus,Florida,5,Muy bueno
Luciana's Mexican Restaurant and Cantina,Indiana,5,Muy bueno
Casita Taqueria,Florida,2,Malo
Cafe Poca Cosa,Arizona,1,Malo
Los Cabos Mexican Grill,Indiana,5,Muy bueno
Topless Tacos And More,Florida,2,Malo
The Tamale Place,Indiana,5,Muy bueno
Antonio's Mexican Grill,Nevada,5,Muy bueno
Sabrina's West Street Kitchen,Nevada,5,Muy bueno
Ariaane,Luisiana,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,4,Muy bueno
Uptown Bar & Lounge,California,5,Muy bueno
Chevys Fresh Mex,Illinois,1,Malo
Jalisco Mexican Restaurant,Tennessee,5,Muy bueno
Condado Tacos,Indiana,5,Muy bueno
El Purepecha,Pensilvania,5,Malo
Taqueria Emanuel,Florida,4,Muy bueno
EL Azabache Mexican Restaurant,Indiana,5,Muy bueno
Bull Market Tampa,Florida,5,Muy bueno
Chihuahua's Cantina & Grill,Nevada,4,Muy bueno
La Tejana Taqueria,Missouri,5,Muy bueno
Chipotle Mexican Grill,Nevada,3,Malo
Tumerico,Arizona,5,Muy bueno
Frank's,Arizona,5,Muy bueno
Fogatas Mexican Restaurant - Franklin,Tennessee,4,Muy bueno
Tacos Don Memo,Pensilvania,5,Muy bueno
Cholita Taqueria,Indiana,5,Muy bueno
La Corita Taco Shop,Pensilvania,4,Muy bueno
East Beach Tacos,California,5,Muy bueno
Dos Reyes Mexican Restaurant,Missouri,4,Muy bueno
Oscar's Taco Shop,Tennessee,5,Muy bueno
Las Cazuelas Restaurant BYOB,Pensilvania,1,Malo
Cozumel Mexican Restaurant,Tennessee,5,Muy bueno
The Funky Taco,Idaho,2,Muy bueno
Buena Onda,Pensilvania,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
La Mulita,Indiana,4,Muy bueno
Taqueria Juanito's,Arizona,5,Muy bueno
Chipotle Mexican Grill,Tennessee,1,Malo
Ciria's Cocina,Nevada,5,Muy bueno
Club Taco,Missouri,5,Muy bueno
Mi Nidito Restaurant,Arizona,3,Muy bueno
Rigo's Restaurant,Arizona,4,Muy bueno
MiCasa Too,Nevada,2,Muy bueno
Mangos Mexican Restaurant,Tennessee,5,Muy bueno
Taco Bus,Florida,3,Muy bueno
Victoria Tacos & Cerveza,Florida,4,Muy bueno
Saint Anejo,Tennessee,5,Muy bueno
Los Amigos Restaurant,Florida,5,Muy bueno
Seoul Taco,Missouri,4,Muy bueno
Rubio's,Arizona,2,Malo
El Limon,Pensilvania,3,Muy bueno
Green Lemon,Florida,5,Muy bueno
QDOBA Mexican Eats,Florida,4,Muy bueno
Los Agaves,California,1,Malo
Taco Baby,Florida,5,Muy bueno
Karichimaka Restaurant,Arizona,4,Muy bueno
El Vez,Pensilvania,5,Muy bueno
Lito's Take  Out,California,4,Muy bueno
El Pollo Loco,Arizona,5,Muy bueno
El Paso Mexican Grill,Luisiana,4,Muy bueno
Green Lemon,Florida,4,Muy bueno
La Terraza,Tennessee,2,Malo
La Roca,Pensilvania,2,Malo
Taco Bell,Missouri,3,Malo
El Vez,Pensilvania,3,Muy bueno
Sammy's Mexican Grill,Arizona,5,Muy bueno
Three Brothers Grill,Pensilvania,5,Muy bueno
Southwest Diner,Missouri,5,Muy bueno
Casa Juarez Mexican Town,Missouri,5,Muy bueno
Crazy Burrito,Florida,3,Muy bueno
Saint Anejo,Tennessee,5,Muy bueno
Rosy's Taco Bar,Pensilvania,5,Muy bueno
Taco Dirty,Florida,5,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,5,Muy bueno
Burrito Bandito,Nevada,3,Muy bueno
Taco Bell,Pensilvania,1,Muy bueno
Three Brothers Grill,Pensilvania,2,Muy bueno
Bakersfield,Indiana,5,Muy bueno
Reforma Modern Mexican Mezcal + Tequila,Arizona,4,Muy bueno
Chili's,Arizona,5,Muy bueno
Tumerico,Arizona,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,5,Muy bueno
El Sur Restaurant,Arizona,5,Muy bueno
El Paso Mexican Grill,Luisiana,5,Muy bueno
Paco's Taqueria,Indiana,5,Muy bueno
Ixca,Indiana,4,Muy bueno
Alberto’s,Tennessee,5,Muy bueno
Bouchon,California,5,Muy bueno
Loren & Mari Mexican Grill,Indiana,4,Muy bueno
Border Cafe,Delaware,5,Muy bueno
Taqueria Cuernavaca,California,4,Muy bueno
Rocco's Tacos and Tequila Bar - Tampa,Florida,1,Muy bueno
El Tio Mexican Restaurant,Pensilvania,5,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,5,Muy bueno
Estrella,Pensilvania,5,Muy bueno
CALI - Tampa Palms,Florida,5,Muy bueno
Monterrey Taquería,Florida,2,Malo
Tequila Sunrise,Indiana,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Tacos Apson,Arizona,4,Muy bueno
El Rancho Viejo,Pensilvania,5,Muy bueno
Jalapenos Grill 2,Nueva Jersey,5,Muy bueno
Jack in the Box,California,3,Malo
El Toro Loco,Tennessee,5,Muy bueno
Mis Antojitos Mexicanos,Florida,4,Muy bueno
El Potro,Illinois,4,Muy bueno
Tumerico,Arizona,5,Muy bueno
Santo Mezcal,California,1,Malo
Los Compadres Mexican Restaurant,Nevada,3,Muy bueno
Tacos Apson,Arizona,5,Muy bueno
Juan's Flying Burrito,Luisiana,3,Muy bueno
Yard House,Indiana,5,Muy bueno
El Pollo Loco,Arizona,3,Muy bueno
Breakfast Stop,Arizona,5,Muy bueno
Numex,Florida,2,Muy bueno
La Olla Mexican Cafe,Arizona,4,Muy bueno
Comida,Indiana,4,Muy bueno
Agave House,Luisiana,5,Muy bueno
Pueblo Lindo,Idaho,5,Muy bueno
Seis Kitchen,Arizona,1,Malo
Tempo Nashville,Tennessee,5,Muy bueno
Baja Burrito,Tennessee,5,Muy bueno
Kettner Coffee Supply,Tennessee,3,Muy bueno
Salsa Verde Restaurant,Arizona,4,Muy bueno
Los Agaves,California,1,Malo
Margaritas Mexican Restaurant,Pensilvania,2,Muy bueno
Uncle Julio's,Tennessee,5,Muy bueno
The Little One,Arizona,5,Muy bueno
Taco Amigo,Florida,4,Muy bueno
Samano's Mexican Food,Indiana,5,Muy bueno
Livery - Indianapolis,Indiana,4,Muy bueno
Verde,Indiana,3,Muy bueno
The Quesadillas,Arizona,5,Muy bueno
Mad Mex - Willow Grove,Pensilvania,4,Muy bueno
Juan's Flying Burrito,Luisiana,1,Regular
Central Taco & Tequila,Nueva Jersey,3,Malo
Lolis Mexican Cravings,Florida,4,Muy bueno
Tacos El Gordo,Luisiana,1,Muy bueno
La Hacienda,Indiana,5,Muy bueno
La Parrilla Suiza,Arizona,3,Malo
Super Taqueria,Nevada,5,Muy bueno
Fuzzy's Taco Shop,Florida,3,Muy bueno
California Tortilla,Pensilvania,3,Muy bueno
Zeppelin,Nevada,5,Muy bueno
Taco Bus,Florida,3,Muy bueno
La Parrilla Suiza,Arizona,4,Muy bueno
Bartaco,Florida,5,Muy bueno
Jack in the Box,Tennessee,1,Muy bueno
Iguana's Mexican Restaurant,Indiana,5,Muy bueno
Beto's Mexican Food,Nevada,5,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
Plazita Mexico Cafe,Arizona,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,1,Muy bueno
Los Agaves,California,3,Malo
La Placita Cafe,Arizona,3,Muy bueno
Charro del Rey,Arizona,5,Muy bueno
Nico's Taco Shop,Arizona,3,Malo
Primo's Deli Cafe,Florida,5,Muy bueno
Taco Maya,Pensilvania,4,Muy bueno
Punch Bowl Social Indianapolis,Indiana,1,Muy bueno
Tamarindos Restaurant,Pensilvania,4,Muy bueno
The Spot,California,4,Muy bueno
Chuy's Mesquite Broiler - Marana,Arizona,2,Muy bueno
Tacos Don Memo,Pensilvania,5,Muy bueno
Cactus Cantina,Delaware,1,Muy bueno
Nudie's Honky Tonk,Tennessee,4,Muy bueno
Juan's Flying Burrito,Luisiana,3,Muy bueno
Mangos Mexican Restaurant,Tennessee,2,Muy bueno
Pueblo Nuevo Mexican Restaurante & Cantina,Missouri,4,Muy bueno
HiFalutin Rapid Western Grill,Arizona,3,Muy bueno
Heffe,Pensilvania,2,Muy bueno
La Hacienda Restaurant,Arizona,4,Muy bueno
Tired Hands Fermentaria,Pensilvania,4,Muy bueno
Taqueria Guanajuato,Florida,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,5,Muy bueno
Las Margaritas,Pensilvania,1,Malo
Santo Mezcal,California,5,Muy bueno
Taqueria Olvera,Illinois,2,Muy bueno
El Jefe's Cantina,Nevada,5,Muy bueno
EL Azabache Mexican Restaurant,Indiana,4,Muy bueno
Soul Rebel Cocina,Pensilvania,5,Muy bueno
Amigos Tortilla Bar,Florida,2,Muy bueno
Rollies Mexican Patio,Arizona,5,Muy bueno
Taqueria Guerrero,Luisiana,2,Muy bueno
District Taco,Pensilvania,4,Muy bueno
Samano's Mexican Food,Indiana,4,Muy bueno
El Limon - Ambler,Pensilvania,5,Muy bueno
La Hacienda Mexican Restaurant,Indiana,5,Muy bueno
Jack in the Box,Missouri,2,Malo
Lolita,Pensilvania,4,Muy bueno
El Tapatio Mexican Restaurant,Delaware,1,Muy bueno
El Jefe's Cantina,Nevada,4,Muy bueno
Nico's Taco Shop,Arizona,5,Muy bueno
Chile Y Limón,Indiana,5,Muy bueno
Taqueria Emanuel,Florida,5,Muy bueno
Los Agaves,California,5,Muy bueno
Charro del Rey,Arizona,4,Muy bueno
El Gato Negro,Luisiana,5,Muy bueno
Rey Azteca,Pensilvania,4,Muy bueno
El Cisne Restaurant,Arizona,1,Malo
Yard House,Indiana,4,Muy bueno
Carlitos Cafe Y Cantina,California,5,Muy bueno
Los Nopales Mexican Restaurant,Arizona,5,Muy bueno
Ole' Mexican Grill,Arizona,4,Muy bueno
Reforma Modern Mexican Mezcal + Tequila,Arizona,1,Malo
Señor Taco,Florida,5,Muy bueno
Goyita's,Arizona,5,Muy bueno
Tin Roof Tacos,Idaho,5,Muy bueno
Chavelita's Cocina Mexicana,Nevada,5,Muy bueno
Vegan GreenGO,California,4,Muy bueno
La Tia & Pancho's Cantina & Grill,Missouri,1,Muy bueno
The Kolache Kitchen - New Orleans,Luisiana,5,Muy bueno
Ciria's Cocina,Nevada,5,Muy bueno
Nueva Cantina,Florida,5,Muy bueno
El Meson-Plainfield,Indiana,3,Muy bueno
Mari Chuy's - Midtown,Nevada,2,Muy bueno
Rancho Rustico Restaurant,Arizona,3,Muy bueno
Tacodelphia,Pensilvania,5,Muy bueno
Los Comparres,Florida,5,Muy bueno
The Velvet Cactus,Luisiana,5,Muy bueno
Guilli's Pizza & Mexican Cuisine,Nueva Jersey,5,Muy bueno
Rancho Rustico Restaurant,Arizona,5,Muy bueno
Capital Tacos,Florida,5,Muy bueno
Revolucion,Indiana,1,Malo
Taco Bell,Nueva Jersey,4,Muy bueno
Red's Broken Bat,Nevada,1,Malo
Nada,Indiana,4,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,5,Muy bueno
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",Arizona,5,Muy bueno
Casa Toro Doylestown,Pensilvania,5,Muy bueno
El Ok Corral Mexican Restaurant,Tennessee,1,Malo
Chili's,Luisiana,1,Muy bueno
Pan Filo's,Florida,3,Malo
Inglewood Lounge,Tennessee,5,Muy bueno
Fuzzy's Taco Shop,Missouri,4,Muy bueno
Chipotle Mexican Grill,Arizona,3,Muy bueno
Los Portales,Tennessee,3,Muy bueno
La Tejana Taqueria,Missouri,5,Muy bueno
El Maguey,Illinois,2,Malo
El Berraco,Arizona,5,Muy bueno
El Vez,Pensilvania,1,Malo
Dos Gringos Mexican Kitchen,Pensilvania,5,Muy bueno
Tex Mex Connection,Pensilvania,5,Muy bueno
Tarpon Taqueria,Florida,2,Muy bueno
Corazon Cocina,California,5,Muy bueno
Chili's,Pensilvania,2,Regular
Casa Grande Mexican Restaurant & Cantina,Nevada,5,Muy bueno
Provecho Mexican Grill,Pensilvania,1,Malo
Fiesta Mexicana,Nevada,5,Muy bueno
Biscuits Cafe,Indiana,4,Muy bueno
Cinco De Mayo Mexican Restaurant - Whitebridge,Tennessee,4,Muy bueno
Chili's,Pensilvania,1,Malo
La Michoacana,Nevada,3,Muy bueno
Tres Caminos,Illinois,5,Muy bueno
Parrilla Grill,Idaho,5,Muy bueno
Parrilla Grill,Idaho,5,Muy bueno
Tres Gauchos,Tennessee,2,Malo
Mexican Food Factory,Nueva Jersey,3,Muy bueno
Milo Restaurant,Pensilvania,5,Muy bueno
Salty Cowboy,Indiana,3,Muy bueno
Tierra Caliente,Pensilvania,1,Malo
Dos Reyes Mexican Restaurant,Missouri,4,Muy bueno
El Rio Bakery,Arizona,5,Muy bueno
Benny's Restaurant,Arizona,5,Muy bueno
Burritos,Pensilvania,3,Malo
Xtreme Tacos,Florida,5,Muy bueno
Plaza Azteca - Sicklerville,Nueva Jersey,5,Muy bueno
Casita Taqueria,Florida,5,Muy bueno
Delgado's Mexican Foods,California,5,Muy bueno
Azteca Mexican Restaurant,Missouri,2,Muy bueno
On The Border Mexican Grill & Cantina,Pensilvania,3,Malo
Chili's,Pensilvania,1,Malo
Verde Flavors Of Mexico,Indiana,5,Muy bueno
Loco Pez,Pensilvania,5,Muy bueno
Taco Bell,Missouri,1,Malo
"BLT's - Breakfast, Lunch and Tacos",Missouri,5,Muy bueno
Taco Bus,Florida,5,Muy bueno
Marina Cantina,Florida,3,Muy bueno
Mr Tequila's Cantina & Grill,Indiana,3,Muy bueno
El Charro Cafe,Arizona,5,Muy bueno
QDOBA Mexican Eats,Illinois,2,Muy bueno
Taco Bell,Luisiana,1,Muy bueno
Rio Grande MX Cocina,Illinois,4,Muy bueno
Pueblo Real Mexican Restaurant - Franklin,Tennessee,5,Muy bueno
Los Agaves,California,5,Muy bueno
Red Mesa Mercado,Florida,2,Malo
Cerveza Jack's,Tennessee,3,Muy bueno
Calle 75 Downtown,Idaho,2,Muy bueno
Casa Blanca Restaurant,California,1,Malo
Pancho's Restaurant of San Ann,Florida,5,Muy bueno
Chipotle Mexican Grill,Missouri,1,Malo
Guadalajara Original Grill,Arizona,4,Muy bueno
Los Agaves,California,5,Muy bueno
Sandbar,California,3,Muy bueno
Chili's,Indiana,1,Malo
Amigos Tortilla Bar,Florida,5,Muy bueno
Chili's,Pensilvania,1,Malo
Ma &  Pa’s Tex-Mex BBQ,Nueva Jersey,4,Muy bueno
Taquitos Mexican,Florida,5,Muy bueno
Los Agaves,California,5,Muy bueno
Chava's Mexican Restaurant,Missouri,5,Malo
Goyita's,Arizona,1,Muy bueno
Chili's,Florida,3,Muy bueno
Salsa Verde Restaurant,Arizona,5,Muy bueno
El Toluco Taqueria & Grocery,Missouri,5,Malo
Gringo Tacos + Burgers,Missouri,2,Malo
Bull Market Tampa,Florida,5,Muy bueno
Villa Mexican Food,Arizona,3,Muy bueno
El Mirasol Bakery,Florida,1,Muy bueno
Chipotle Mexican Grill,Missouri,4,Muy bueno
The Quesadillas,Arizona,5,Muy bueno
Neveria La Vallesana,Missouri,2,Muy bueno
Lucianas Mexican Restaurant,Indiana,4,Muy bueno
Angie's Luncheonette,Nueva Jersey,5,Muy bueno
Tijuana Flats,Florida,5,Muy bueno
Taco Giro Mexican Grill - W Valencia,Arizona,5,Muy bueno
Comida,Indiana,5,Muy bueno
The Spot,California,5,Muy bueno
Las Fuentes Mexican Restaurant,Missouri,1,Muy bueno
Gia's Blue Water Taqueria,Florida,5,Muy bueno
Baja Cafe on Campbell,Arizona,2,Malo
Taco De Oro,Florida,5,Muy bueno
Lucianas Mexican Restaurant,Indiana,5,Muy bueno
Guadalajara Original Grill,Arizona,3,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,4,Muy bueno
Three Brothers Grill,Pensilvania,5,Muy bueno
Mission Taco Joint - Central West End,Missouri,1,Malo
Street- Taco and Beer Co.,Arizona,3,Muy bueno
The Quesadillas,Arizona,5,Muy bueno
Mi Casa Mexican Restaurant,Idaho,5,Muy bueno
Los Amigos Restaurant,Florida,4,Muy bueno
Laughing Planet Cafe,Nevada,4,Muy bueno
Lilly's Tacos,California,5,Muy bueno
Bull Market Tampa,Florida,5,Muy bueno
La Hacienda De Leon,Luisiana,1,Malo
Senor Frog's,California,2,Muy bueno
Alberto’s,Tennessee,5,Muy bueno
Tacos Pipeye,California,5,Muy bueno
Tumerico,Arizona,5,Muy bueno
Taco Bell,Nevada,5,Muy bueno
Luciana's Mexican Restaurant and Cantina,Indiana,2,Malo
Red Mesa Cantina,Florida,5,Muy bueno
El Meson,Indiana,4,Muy bueno
Jack in the Box,Missouri,1,Regular
Paco's Taqueria,Indiana,5,Muy bueno
Guadalajara Original Grill,Arizona,4,Muy bueno
Frenchy's Saltwater Cafe,Florida,2,Muy bueno
Hopsmith Tavern,Tennessee,5,Muy bueno
Taco Vanny,Florida,1,Malo
Jose Pistola's,Pensilvania,4,Muy bueno
Agave Restaurant,Florida,5,Muy bueno
Jalapenos Grill 2,Nueva Jersey,5,Muy bueno
Plaza Vazquez,Pensilvania,2,Malo
Guadalajara Original Grill,Arizona,1,Malo
Saint Anejo,Tennessee,5,Muy bueno
Blue Corn,Pensilvania,5,Muy bueno
Redwood Rotisserie + Grill,Nevada,5,Muy bueno
Don Julio's Authentic Mexican Cuisine,Florida,1,Malo
Los Cantaritos,Tennessee,4,Muy bueno
Hacienda Mexican Restaurant,Missouri,1,Muy bueno
Lilly's Tacos,California,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,5,Muy bueno
Loco Mexican Restaurant & Cantina,Indiana,5,Muy bueno
La Mulita,Indiana,5,Muy bueno
Gringo Tacos + Burgers,Missouri,4,Muy bueno
Mas Tacos Por Favor,Tennessee,5,Muy bueno
Margaritas Mexican Restaurant,Florida,1,Malo
Seis Kitchen,Arizona,4,Malo
5 Agaves Mexican Restaurant Bar & Grill,Tennessee,5,Muy bueno
El Camino Real,Pensilvania,1,Muy bueno
Two Amigos Mexican Taqueria,Pensilvania,5,Muy bueno
Mekenita Cantina,Florida,5,Muy bueno
Two Amigos Mexican Taqueria,Pensilvania,5,Muy bueno
Mekenita Cantina,Florida,5,Muy bueno
Spotted Donkey Cantina,Florida,4,Muy bueno
Ergo,Tennessee,5,Muy bueno
Chuy's,Tennessee,4,Muy bueno
Bartaco,Florida,1,Malo
Tres Jalapenos,Pensilvania,1,Muy bueno
Fini's Landing,Arizona,5,Muy bueno
Seis Kitchen,Arizona,5,Muy bueno
The Global Quesadilla,Missouri,3,Muy bueno
Nemi Restaurant,Pensilvania,5,Muy bueno
Lupitas Mexican Restaurant,Nevada,5,Muy bueno
Mestizo's Mexican Cuisine,Tennessee,5,Muy bueno
La Guanaquita #2,Indiana,4,Muy bueno
Bajo Sexto Taco,Tennessee,5,Muy bueno
Chipotle Mexican Grill,Pensilvania,2,Muy bueno
El Pollo Loco,Arizona,3,Muy bueno
Taco Dirty,Florida,5,Muy bueno
Numex,Florida,2,Muy bueno
Sabrina's West Street Kitchen,Nevada,5,Muy bueno
Samano's Mexican Food,Indiana,1,Malo
El Pescador Mexican Food,Nevada,4,Muy bueno
Si Amigos Mexican Restaurant,Nevada,1,Muy bueno
Casa Vieja,Tennessee,3,Muy bueno
Bakersfield,Indiana,5,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Tlaolli,Indiana,5,Muy bueno
Chihuahua's Cantina & Grill,Nevada,5,Muy bueno
Pancho's Taqueria and Mexican Restaurant,Indiana,5,Muy bueno
Southwest Diner,Missouri,5,Muy bueno
The Hall on Franklin,Florida,4,Muy bueno
El Vez,Pensilvania,5,Muy bueno
Border Cafe,Delaware,1,Malo
Cielito Lindo,Nueva Jersey,5,Muy bueno
Oscar's Taco Shop,Tennessee,4,Muy bueno
Cantina Laredo,Missouri,2,Malo
Superior Grill,Luisiana,3,Muy bueno
Cielito Lindo,Nueva Jersey,5,Muy bueno
Border Cafe,Delaware,4,Muy bueno
On The Border Mexican Grill & Cantina,Indiana,4,Muy bueno
El Tenampa,Idaho,3,Muy bueno
On The Border Mexican Grill & Cantina,Indiana,2,Malo
Jack in the Box,California,1,Malo
La Michoacana,Nevada,5,Muy bueno
Street- Taco and Beer Co.,Arizona,5,Muy bueno
Casa Maria Mexican Grill,Illinois,5,Muy bueno
Baja Sharkeez,California,5,Muy bueno
Blanco Tacos + Tequila,Arizona,5,Muy bueno
Border Cafe,Delaware,5,Muy bueno
Condado Tacos,Indiana,3,Muy bueno
Casa Molina Del Norte,Arizona,5,Malo
Espíritu Mezcaleria,Luisiana,5,Muy bueno
El Toro Loco,Tennessee,5,Muy bueno
Chevys Fresh Mex,Missouri,2,Muy bueno
Las Cazuelas,Tennessee,4,Muy bueno
Rosales Mexican Restaurant,California,4,Muy bueno
El Burrito,Pensilvania,5,Muy bueno
Chipotle Mexican Grill,Florida,1,Malo
Mexican Post,Delaware,1,Malo
Espíritu Mezcaleria,Luisiana,5,Muy bueno
Birrieria Guadalajara,Arizona,5,Muy bueno
Margarita's Grill,Indiana,3,Muy bueno
El Vez,Pensilvania,3,Muy bueno
Livery - Indianapolis,Indiana,5,Muy bueno
Punch Bowl Social Indianapolis,Indiana,4,Muy bueno
Del Taco,Idaho,4,Muy bueno
South Philly Barbacoa,Pensilvania,5,Muy bueno
Canyon Cafe,Missouri,1,Malo
Don Pancho Villa,Florida,5,Muy bueno
